shop_name,shop_category,shop_subject,shop_facility,shop_region,shop_mon,shop_tue,shop_wed,shop_thu,shop_fri,shop_sat,shop_sun,shop_note,shop_page1,shop_page2,shop_page3,shop_tel,shop_tag,shop_address,shop_lat,shop_lon,shop_img
베러띵스,카페,#주방 #욕실 #리필 #카페,#무선인터넷 #반려동물동반,경기,휴무,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,휴무,,https://www.instagram.com/betterthings_cafe/,,,0507-1429-5019,,"경기 수원시 권선구 매실로53번길 10-17 1층, 카페 베러띵스(호매실동, 미덕빌라)",37.2685405,126.9566617,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221011_282%2F1665478800623F3DAU_JPEG%2FKakaoTalk_20221011_175931952.jpg
베러얼스 제로웨이스트샵,종합생활용품,#주방 #욕실 #리필 #화장품,#주차,서울,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,"매달 2, 4번째 일요일 정기 휴무",https://smartstore.naver.com/mo_better_earth/,,,0507-1387-9390,#제로웨이스트샵 #친환경 #리필스테이션 #자원순환 #비건간식,서울 관악구 과천대로 909 홈플러스 남현점 지하1층,37.4714648,126.982391,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220703_187%2F1656779416940GeXPJ_JPEG%2FA673523D-F4F9-443B-AEA4-A62995C8A13E.jpeg
벨하이솝,공방,#주방 #욕실 #공방,#반려동물동반 #주차,경기,휴무,11:00 ~ 18:00,11:00 ~ 18:00,11:00 ~ 18:00,11:00 ~ 18:00,11:00 ~ 18:00,11:00 ~ 18:00,,https://instagram.com/berrhi_soap,https://blog.naver.com/zz6goo,https://smartstore.naver.com/berrhi_soap,010-5547-8244,#강아지비누 #자운고 #천연비누 #천연비누공방 #파주비누공방 #비누공방 #제로웨이스트샵,경기 파주시 아침노을길 1 1층,37.7276222,126.7067956,https://img1.kakaocdn.net/cthumb/local/R1920x0/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F57A4B624361942C3AB066DD23E0AD1FD
보나커피집,카페,#주방 #욕실 #카페,#주차 #포장 #예약 #무선인터넷 #반려동물동반,강원,휴무,11:00 ~ 18:00,11:00 ~ 18:00,11:00 ~ 18:00,11:00 ~ 18:00,11:00 ~ 18:00,휴무,,http://instagram.com/bona_coffee_house,http://m.smartstore.naver.com/iwish8480,,0507-1404-8836,,강원 춘천시 교동길 18 1층,37.8802844,127.7358199,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210925_176%2F1632542625208kPy3o_JPEG%2FYQeQNBVEoNYe47pHCgZBZs3I.jpeg.jpg
보탬상점,종합생활용품,#주방 #욕실 #리필 #수거 #악세사리,#반려동물동반,서울,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,휴무,,,,,010-2175-2026,#제로웨이스트샵 #되살림물품 #소분리필세제,서울 중랑구 봉화산로22길 2 스타팰리스 1층,37.6010232,127.0821085,https://img1.kakaocdn.net/cthumb/local/R1920x0/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F20E84A66DB4F4800B37C7481BF444EA2
보틀라운지,카페,#주방 #욕실 #식료품 #의류 #악세사리 #리필 #카페,#무선인터넷 #반려동물동반,서울,휴무,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,,https://www.instagram.com/bottle_factory/,www.instagram.com/bottle_factory/,,02-3144-0703,,서울 서대문구 홍연길 26 1층,37.5751488,126.9284689,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180515_291%2F1526386259766uyzso_JPEG%2FRTjt4VR0DMOBBljRYm50mdhe.jpeg.jpg
봄내향기공방,공방,#욕실 #공방,#예약 #무선인터넷,강원,10:30 ~ 18:00,10:30 ~ 18:00,10:30 ~ 18:00,10:30 ~ 18:00,10:30 ~ 18:00,10:30 ~ 18:00,휴무,,http://instagram.com/bomnae_scent,http://smartstore.naver.com/bomnae_scent,,033-911-3699,#춘천캔들공방 #춘천비누공방 #춘천비누만들기 #춘천원데이클래스 #춘천제로웨이스트,강원 춘천시 공지로 322 봄내향기공방,37.8687091,127.7303066,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220815_270%2F1660546199002FD0rU_JPEG%2FEB7CB0C4-3570-4648-AEA9-8BA2D6E62E4D.jpeg
북극곰,종합생활용품,#주방 #욕실 #수거 #리필,#예약 #무선인터넷 #반려동물동반 #남/녀화장실구분 #장애인편의시설,경기,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,휴무,,https://www.instagram.com/with_polarbear,https://blog.naver.com/with_polarbear,,,#제로웨이스트 #제로웨이스트샵 #리필스테이션 #친환경제품 #자원순환,경기 남양주시 늘을2로14번길 12 이석영신흥상회 3층 301호 북극곰,37.6535495,127.2451446,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220315_188%2F1647321700829xYQXO_JPEG%2F%25BA%25CF%25B1%25D8%25B0%25F5-1.jpg
북스페이스 곰곰,서점,#도서,#단체석 #주차 #무선인터넷,제주,12:00 ~ 19:00,12:00 ~ 19:00,12:00 ~ 19:00,12:00 ~ 19:00,12:00 ~ 19:00,12:00 ~ 19:00,휴무,,https://www.instagram.com/gomgom_jeju/,,,010-5105-7433,#제주어린이책방 #제주공간임대 #제주그림책방 #제로웨이스트샵 #도평동네서점,제주 제주시 우평로 45-1 바인빌딩 1층 101호,33.4789831,126.4612963,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220301_118%2F16460985158796LpCU_JPEG%2FKakaoTalk_20220129_144043942_03.jpg
북촌감성,종합생활용품,#의류 #공방,#예약 #무선인터넷,서울,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,,,,,0507-1314-1217,#제로웨이스트 #리필세제 #다용도거즈크로스 #삼베수세미 #샴푸바,서울 종로구 계동길 60 지하1층,37.5799089,126.9868333,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220619_27%2F1655630675200a2Ksc_JPEG%2FKakaoTalk_20210907_093854003_05.jpg
브이누랩,공방,#주방 #욕실 #공방,#예약 #무선인터넷,충북,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,,https://blog.naver.com/vinoovinoosoap,,,0507-1325-2814,#원데이클래스 #입욕제공방 #제로웨이스트 #청주비누공방 #청주아로마공방 #비누공방 #오감체험 #자격증클래스 #창업반수업 #취미반수업 #키즈클래스 #제로페이,충북 청주시 상당구 상당로 136-1 브이누랩,36.6404278,127.4902041,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220316_129%2F1647362543903oPoVY_JPEG%2F0492F389-0B08-44FB-A694-FB2A2A75964E.jpeg
비건밀카페 숲,식료품,#주방 #욕실 #수거 #식료품 #카페,#무선인터넷 #반려동물동반,경북,휴무,휴무,12:00 ~ 20:00,12:00 ~ 20:00,12:00 ~ 20:00,12:00 ~ 20:00,12:00 ~ 20:00,"15:00 ~ 16:00 브레이크타임 , 19:00 라스트오더",https://www.instagram.com/___soop_,,,0507-1420-1281,,경북 경산시 남매공원로2길 8 상가 1층,35.9025273,128.833573,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211122_139%2F16375129678456aMFF_JPEG%2F876EDB61-49B3-46E3-BFAC-1D5CEC249142.jpeg
비모크,종합생활용품,#주방 #욕실,#주차 #포장 #배달 #예약,부산,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,휴무,,https://blog.naver.com/bemorecre,,,0507-1318-7264,#제로웨이스트 #친환경 #환경교육사 #부산제로웨이스트 #제로웨이스트샵,부산 강서구 명지국제8로10번길 46 120호,35.0945123,128.902405,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220719_226%2F165823177563337sP2_JPEG%2F%25B3%25BB%25BA%25CE1.jpg
비숍,카페,#리필 #식료품 #카페 #수거,#단체석 #포장 #배달 #예약 #무선인터넷 #반려동물동반 #장애인편의시설,경기,휴무,휴무,12:00 ~ 20:00,12:00 ~ 20:00,12:00 ~ 20:00,12:00 ~ 21:00,12:00 ~ 19:00,,http://pf.kakao.com/_kxdxlms,https://www.instagram.com/vishop_vegan,http://m.smartstore.naver.com/bistro_dujour,0507-1398-3459,#비건 #비건베이커리 #비건빵 #비건빵집 #제로웨이스트 #비건카페 #제로페이,경기 평택시 동부공원로14번길 61 1층,36.9926912,127.118318,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210913_236%2F16314997459283GVxY_JPEG%2FlB2IHM8SadFxAsx_UYpc-ET-.jpg
빈칸놀이터,서점,#주방 #욕실 #리필 #도서 #식료품 #카페,#주차 #예약 #무선인터넷 #남/녀화장실구분,경기,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 21:00,11:00 ~ 21:00,,https://www.instagram.com/blankplayground.b_l_and,https://smartstore.naver.com/blankplayground,https://blog.naver.com/blankplayground,0507-1336-4190,#독립서점 #제로웨이스트샵 #동네책방 #용인독서모임 #문화플랫폼,경기 용인시 처인구 금학로 426-4 1층,37.2373286,127.2108818,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220629_136%2F1656484996933xXSxg_JPEG%2F20220411_134132.jpg
산두로상점,종합생활용품,#주방 #욕실 #문구 #식료품 #수거 #의류 #리필 #위생,#무선인터넷 #반려동물동반 #주차 #장애인편의시설,경기,휴무,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,휴무,,http://instagram.com/sanduro_zero,,,,#세제리필샵 #제로웨이스트샵 #제로페이 #경기지역화폐,경기 고양시 일산동구 산두로109번길 32 1층,37.6673461,126.7846891,https://img1.kakaocdn.net/cthumb/local/R1920x0/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMjAxMjRfMjQy%2FMDAxNjQzMDIzODc2NDg2.wYrRwjhkKaWpJO0YHm6MLLvwtXB_GV9esJ-tVJUI5Ggg.P3y3IYy2Y1Ag8jMxdneddU3iEcaQI0Vp0Yw5b8_0SrUg.PNG.oh_55555_98%2Fimage.png%3Ftype%3Dw966
산제로상점,종합생활용품,#주방 #욕실 #리필 #수거 #공방,#주차 #포장,경기,휴무,13:00 ~ 18:00,13:00 ~ 18:00,13:00 ~ 18:00,13:00 ~ 18:00,13:00 ~ 17:00,13:00 ~ 17:00,,http://instagram.com/sanzeroshop,,,0507-1390-2732,#제로웨이스트샵 #리필스테이션 #노플라스틱 #용기내 #부천리필,경기 부천시 성주로34번길 40 나동,37.4794421,126.7613674,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210702_187%2F1625195871833cYqtQ_JPEG%2FR-vxKFLlhoUIm5bOKu5EI0yo.jpg
산촌책방돌베개,서점,#주방 #욕실 #리필 #도서,#주차 #예약 #무선인터넷,충북,휴무,11:00 ~ 18:00,11:00 ~ 18:00,11:00 ~ 18:00,11:00 ~ 18:00,11:00 ~ 18:00,11:00 ~ 18:00,,https://www.instagram.com/dolbegae_book_shop,,,0507-1317-6314,#북스테이 #청주서점 #제로웨이스트상점 #시골책방 #봄눈도서관,충북 청주시 상당구 낭성면 호정전하울길 150,36.6137659,127.6041991,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210818_296%2F1629223109260ls0CT_JPEG%2F2cYuMAwnbSL4FqFiUBOyWQJJ.jpg
살구 제로웨이스트샵,화장품,#의류 #리필,#주차,경기,10:00 ~ 18:30,10:00 ~ 18:30,10:00 ~ 20:00,10:00 ~ 18:30,10:00 ~ 20:00,휴무,휴무,공휴일 휴무,https://smartstore.naver.com/plan_b5,www.instagram.com/planb_b5/,,070-7776-3008,#누구나with #제로웨이스트 #지구를지켜라 #친환경 #환경보호,경기 파주시 숲속노을로 60 상가동 1층 1호,37.7266272,126.7093118,https://img1.kakaocdn.net/cthumb/local/R1920x0/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F4E4F25D75F954F54A82529D7572C19FB
생태책방 들녘의마음,서점,#도서,#무선인터넷 #주차,전남,휴무,11:00 ~ 17:00,11:00 ~ 17:00,11:00 ~ 17:00,11:00 ~ 17:00,11:00 ~ 17:00,11:00 ~ 17:00,,https://www.instagram.com/bookfield2584,,,061-363-8060,#곡성여행 #동네책방 #생태책방 #제로웨이스트샵 #제로페이,전남 곡성군 곡성읍 섬진강로 2584 1층,35.3019655,127.2996594,https://img1.kakaocdn.net/cthumb/local/R1920x0/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMjA2MDlfMjc4%2FMDAxNjU0NzMzNTc5NTEy.HqEyDO6gZDwvhMZvnINY8Rz9c9Vthz4B3Sb2zxMnBgsg.dJcI-AZNoPW0yto8Zq_EeXeJiPuHsObk8jO8aZTGCM8g.JPEG.souvenir1126%2FKakaoTalk_20220609_090633487_10.jpg%3Ftype%3Dw773
서로일상,종합생활용품,#주방 #욕실,#예약,대구,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,,https://www.instagram.com/seoroilsang,,,0507-1324-3230,#대구제로웨이스트샵 #대구꽃집 #리필스테이션 #친환경용품 #제로웨이스트,대구 동구 동호로 40-1,35.8647993,128.7217988,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220227_177%2F16459280098151rxRz_JPEG%2F4C6B1498-3A18-42D4-ACC6-2C603D0ABB6A.jpeg
서스테이너블해빗,카페,#주방 #의류 #카페,#무선인터넷 #반려동물동반 #장애인편의시설,서울,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,,https://sustainablehabits.life,https://www.instagram.com/sustainable_habits_/,,070-4235-8396,#제로웨이스트샵,서울 용산구 소월로2길 5 1층,37.5547278,126.9768197,https://img1.kakaocdn.net/cthumb/local/R1920x0/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FB81466D3EE3F424BB1614322E8035486
선선한주방,종합생활용품,#주방,#무선인터넷 #반려동물동반,전남,휴무,12:00 ~ 19:00,12:00 ~ 19:00,12:00 ~ 19:00,12:00 ~ 19:00,12:00 ~ 19:00,12:00 ~ 19:00,,https://blog.naver.com/reperio51,https://www.instagram.com/sunsun_jubang,https://smartstore.naver.com/sunsunjubang,0507-1367-2630,#제로웨이스트 #주방용품 #키친 #환경 #나주,전남 나주시 금남길 50 선선한주방,35.0326998,126.7147105,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201118_32%2F1605662329244jtnoT_JPEG%2F2BxAfO1R1teXnQqSvEPxaELn.jpg
선택지,종합생활용품,#주방 #욕실 #수거 #화장품,#주차 #무선인터넷 #반려동물동반,서울,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,휴무,휴무,,http://www.suntackz.com/,https://www.instagram.com/suntackz,https://smartstore.naver.com/suntackz,070-4141-1724,#제로웨이스트 #고체비누 #샴푸바 #제로웨이스트샵 #대나무칫솔,서울 강동구 천호옛12길 47 1층 선택지,37.534789,127.1272276,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220616_87%2F16553561171156qOtS_JPEG%2FDSC09703.JPG
세이지공방,공방,#욕실 #공방,#단체석 #주차 #포장 #방문접수/출장 #예약 #무선인터넷,서울,11:00 ~ 17:00,11:00 ~ 17:00,11:00 ~ 17:00,11:00 ~ 17:00,11:00 ~ 17:00,11:00 ~ 17:00,휴무,,https://blog.naver.com/hwa4819,http://instagram.com/sage_soap,http://m.smartstore.naver.com/sagesoap,0507-1370-7074,#천연비누공방 #천연비누 #제로웨이스트클래스 #수제비누 #키즈클래스,서울 강동구 올림픽로58길 23 1층,37.5341431,127.1233874,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220409_79%2F16494797344566CTYs_JPEG%2F20220409_131847.jpg
센트마리아쥬,공방,#욕실 #화장품 #공방,#단체석 #주차 #예약 #무선인터넷,서울,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,,http://www.instagram.com/scentmariage,https://scentmariage.modoo.at/,,0507-1356-6589,#캔들 #향초 #방향제 #제로웨이스트 #비누,서울 관악구 낙성대로 42,37.4738178,126.9582691,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200917_81%2F1600328387261tYFMJ_JPEG%2FCB_hXskVB_4NWbTw6SlnWC8X.jpg
소록소록,공방,#욕실 #공방,#주차 #예약 #남/녀화장실구분,충북,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,,https://blog.naver.com/sorok_sorok,https://www.instagram.com/sorok_official,,0507-1399-7721,#청주반려동물아로마 #청주비누공방 #청주양말목공예 #청주제로웨이스트 #청주원데이클래스,충북 청주시 상당구 쇠내로 48 상가 204호,36.6246063,127.4991857,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211213_39%2F1639384022632zCzzu_JPEG%2F%25C0%25CC%25B9%25CC%25C1%25F6_10.jpg
소리맘씨,종합생활용품,#주방 #욕실 #위생 #리필 #수거,#주차 #포장 #예약 #무선인터넷,전남,휴무,11:00 ~ 17:00,11:00 ~ 17:00,11:00 ~ 17:00,11:00 ~ 18:00,14:00 ~ 18:00,휴무,,http://instagram.com/sorimomc,,,0507-1425-3760,#목포제로웨이스트 #소리맘울금비누 #소리맘울금 #울금디자인비누 #목포천연비누,전남 목포시 하당로 98 1층,34.8002763,126.4159722,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220312_262%2F1647020494802zDTEM_JPEG%2F20220224_154311.jpg
소소,종합생활용품,#주방 #욕실 #리필,#배달,대구,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,,https://blog.naver.com/bindungbindung,,,010-3805-6608,#제로웨이스트 #플라스틱프리 #리필 #워크숍 #대구제로웨이스트샵,대구 남구 대명복개로3길 5-1 소소,35.8399045,128.5611472,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220302_294%2F1646190788650KJmgk_JPEG%2FKakaoTalk_20220302_121250430.jpg
소소에코,공방,#공방,#예약,부산,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,,http://blog.naver.com/aromabasil,,,010-2522-3512,#부케드라이플라워 #프리저브드플라워 #커스텀주얼리 #천연화장품 #천연비누,부산 해운대구 해운대해변로 353 해운대오션프라임 1403호,35.1641448,129.1685305,https://img1.kakaocdn.net/cthumb/local/R1920x0/?fname=https%3A%2F%2Fblogfiles.pstatic.net%2FMjAyMjAyMDlfMjAz%2FMDAxNjQ0MzgxNzA0MjAw.F--mhE5ZUDZo7rHPlRUGwkUzpAuLe6SpQ3rGkyAIZ-sg.UdDMuhu9MIGSTY-lR9G8UfwG_469vykWUsbmczRo30Ig.JPEG.aromabasil%2FKakaoTalk_20220207_172957900.jpg%3Ftype%3Dw1
소이블랩,공방,#주방 #욕실 #공방,#무선인터넷 #반려동물동반 #주차 #장애인편의시설,경기,10:00 ~ 17:00,10:00 ~ 17:00,10:00 ~ 19:00,10:00 ~ 17:00,10:00 ~ 17:00,11:00 ~ 14:00,휴무,,https://www.instagram.com/soy_blab/,m.blog.naver.com/auddbs8648,https://www.youtube.com/channel/UCMTH5ontbEvWh0fV56-hN1A,010-4437-8648,#공방데이트 #광교공방 #광교호수공원 #비누공방 #수원비누공방 #원데이클래스 #제로웨이스트샵 #제로페이,경기 수원시 영통구 광교호수공원로 277 B-39호,37.2828562,127.0657106,https://img1.kakaocdn.net/cthumb/local/R1920x0/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F033C0A1F52D94DB9BA64B18D12162E44
소중한모든것,종합생활용품,#주방 #욕실 #수거 #리필 #악세사리 #식료품,#포장 #방문접수/출장 #예약 #남/녀화장실구분,인천,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,,https://www.idozerowaste.com/,https://blog.naver.com/sojunghan00,https://smartstore.naver.com/todosobre,070-4266-0247,#제로웨이스트샵 #제로웨이스트 #친환경 #디퓨저 #리필샵,인천 남동구 남동대로733번길 58 201호,37.4482446,126.7039612,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211230_178%2F1640855021100OChdp_JPEG%2F%25C4%25A3%25C8%25AF%25B0%25E6%25BF%25EB%25C7%25B0.jpg
소풍공방,공방,#욕실 #공방,#단체석 #주차 #포장 #방문접수/출장 #예약 #무선인터넷 #남/녀화장실구분,서울,10:00 ~ 14:00,10:00 ~ 14:00,10:00 ~ 14:00,10:00 ~ 14:00,10:00 ~ 14:00,10:00 ~ 19:00,10:00 ~ 19:00,,https://www.instagram.com/soapoong_craft,https://smartstore.naver.com/,https://blog.naver.com/fkdtmd,0507-1341-1962,#비누공방 #수제비누 #제로웨이스트 #키즈클래스 #영등포구공방,서울 영등포구 대방천로 170 5층,37.4990587,126.9096348,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210430_113%2F1619793100818W4uS4_PNG%2FHlLJqkzPYYR-gZh-EKEM5Awu.png
손양양,카페,#카페,#단체석 #무선인터넷,강원,휴무,휴무,휴무,휴무,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,,https://www.instagram.com/sonyang.yang?igshid=YmMyMTA2M2Y=,,,070-8985-9481,,강원 양양군 손양면 손중로 184,38.0585683,128.6427152,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221010_148%2F1665387146770BHmIx_PNG%2F%25B7%25CE%25B0%25ED.png
송정마을카페이공,카페,#주방 #욕실 #식료품 #리필 #수거 #카페,#반려동물동반,광주,휴무,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,휴무,,,,,062-941-7978,#리필스테이션 #비건푸드 #일회용품없는카페 #제로웨이스트샵 #비건카페,광주 광산구 송도로 257-1,35.1372469,126.7982059,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220607_82%2F1654574622954odWHz_JPEG%2FKakaoTalk_20211008_153418282.jpg
송포어스,종합생활용품,#주방 #욕실 #문구 #식료품 #수거 #리필 #위생 #공방,#무선인터넷 #반려동물동반,서울,휴무,휴무,10:30 ~ 19:00,10:30 ~ 19:00,10:30 ~ 19:00,10:30 ~ 19:00,10:30 ~ 19:00,,http://www.instagram.com/song_for_earth,https://songforearth.modoo.at/,,070-8095-3534,#제로웨이스트 #제로웨이스트샵 #비건 #채식 #친환경,서울 강동구 풍성로35길 34 1층,37.5334079,127.1254609,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220223_207%2F1645581818405teRvG_JPEG%2F%25BC%25DB%25C6%25F7%25BE%25EE%25BD%25BA_%25C0%25CE%25C5%25D7%25B8%25AE%25BE%25EE_0001.jpg
숨공작소,카페,#욕실 #카페,#주차 #포장 #예약 #무선인터넷 #남/녀화장실구분,경기,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,10:00 ~ 21:00,10:00 ~ 21:00,,https://www.instagram.com/soomworks/,https://blog.naver.com/sangsave,,070-8648-1181,,경기 광주시 오포읍 오포로171번길 17-73 숨공작소,37.3469661,127.1778386,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220522_189%2F16531954311023S4AA_JPEG%2F1653195378169.jpg
슈가카페,카페,#주방 #욕실 #공방,#단체석,경남,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 18:00,휴무,,,,,070-8095-9489,,경남 진주시 초전남로 35,35.1994158,128.1138042,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200623_243%2F1592900845165NS44v_JPEG%2F7cdEk1vjIJz7GotlBZr_7o4r.jpg
스토어36.5 노원점,종합생활용품,#주방 #욕실 #리필 #의류 #악세사리 #카페,#단체석 #무선인터넷,서울,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,,https://blog.naver.com/store365nw1,,,02-3391-3650,#무포장가게새록 #사회적경제기업제품판매 #제로웨이스트 #자원순환 #한국사회적기업진흥원,서울 노원구 동일로 1409,37.6536158,127.0607581,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210803_5%2F1627982805305iUyw4_JPEG%2FIdIVj-w2Klh5PMjYX5xNaQ2l.jpg
